city,area,rooms,bathroom,parking,floor,petFriendly,furnished,hoa,rent,tax,fireInsurance,allSpace,allCost,costPerArea,costPerRoom
Rio de Janeiro,65,1,1,0,2,Yes,No,300,1800,30,24,2,354,5.446153846153846,177.0
São Paulo,280,4,5,4,18,No,No,3600,12000,917,153,13,4670,16.678571428571427,359.2307692307692
Belo Horizonte,130,4,2,2,2,Yes,No,1150,2350,274,32,8,1456,11.2,182.0
São Paulo,100,2,2,1,1,No,No,0,4550,75,69,5,144,1.44,28.8
Porto Alegre,40,1,1,0,4,No,No,300,1200,0,18,2,318,7.95,159.0
São Paulo,140,3,4,2,1,No,Yes,1300,3000,234,39,9,1573,11.235714285714286,174.77777777777777
Belo Horizonte,170,4,2,2,2,Yes,No,1100,4000,297,54,8,1451,8.535294117647059,181.375
São Paulo,110,2,1,1,10,No,No,705,1800,0,23,4,728,6.618181818181818,182.0
Belo Horizonte,45,1,1,1,4,Yes,Yes,700,1500,130,20,3,850,18.88888888888889,283.3333333333333
Belo Horizonte,275,5,4,2,1,Yes,No,0,9000,646,148,11,794,2.887272727272727,72.18181818181819
Rio de Janeiro,46,1,1,0,5,Yes,Yes,380,1200,196,16,2,592,12.869565217391305,296.0
São Paulo,98,2,3,2,8,Yes,Yes,1907,8500,468,108,7,2483,25.336734693877553,354.7142857142857
São Paulo,120,3,1,4,1,Yes,No,0,3500,260,53,8,313,2.6083333333333334,39.125
São Paulo,180,3,2,1,23,Yes,No,1850,7000,299,89,6,2238,12.433333333333334,373.0
São Paulo,250,4,3,3,2,Yes,No,2000,4000,167,51,10,2218,8.872,221.8
Campinas,85,3,2,1,3,No,Yes,500,1690,63,22,6,585,6.882352941176471,97.5
São Paulo,126,3,4,3,4,Yes,No,1560,4000,1021,51,10,2632,20.88888888888889,263.2
São Paulo,132,3,4,2,10,Yes,No,1405,3200,317,41,9,1763,13.356060606060606,195.88888888888889
Porto Alegre,216,3,3,3,2,Yes,No,0,2390,94,43,9,137,0.6342592592592593,15.222222222222221
São Paulo,54,2,1,1,3,Yes,No,750,1200,84,16,4,850,15.74074074074074,212.5
Porto Alegre,160,2,4,2,8,No,Yes,950,3100,200,46,8,1196,7.475,149.5
São Paulo,62,3,1,1,7,No,No,400,1600,25,21,5,446,7.193548387096774,89.2
Rio de Janeiro,270,4,3,1,10,No,No,2000,4000,1000,52,8,3052,11.303703703703704,381.5
São Paulo,145,3,4,3,10,No,No,1300,2850,459,37,10,1796,12.386206896551725,179.6
Porto Alegre,63,2,1,0,12,Yes,No,500,1170,34,18,3,552,8.761904761904763,184.0
Rio de Janeiro,115,2,2,1,5,No,Yes,2500,8500,625,110,5,3235,28.130434782608695,647.0
Campinas,51,1,1,0,1,No,No,368,680,15,9,2,392,7.686274509803922,196.0
Rio de Janeiro,70,3,1,1,7,Yes,No,680,1200,71,16,5,767,10.957142857142857,153.4
São Paulo,165,3,4,6,1,Yes,Yes,0,4800,100,73,13,173,1.0484848484848486,13.307692307692308
São Paulo,208,4,5,2,2,Yes,No,2900,7000,792,89,11,3781,18.177884615384617,343.72727272727275
São Paulo,87,3,2,1,4,Yes,No,1191,3600,93,46,6,1330,15.28735632183908,221.66666666666666
Belo Horizonte,90,3,2,0,2,No,No,335,1400,136,19,5,490,5.444444444444445,98.0
São Paulo,300,2,4,2,1,Yes,Yes,0,3250,0,49,8,49,0.16333333333333333,6.125
São Paulo,200,3,2,3,1,Yes,No,0,3950,800,60,8,860,4.3,107.5
Rio de Janeiro,65,2,1,0,2,No,Yes,970,2950,192,39,3,1201,18.476923076923075,400.3333333333333
Belo Horizonte,42,1,1,1,15,No,Yes,410,2690,172,36,3,618,14.714285714285714,206.0
Porto Alegre,42,1,1,2,2,Yes,Yes,240,1000,80,15,4,335,7.976190476190476,83.75
Rio de Janeiro,28,1,1,0,5,Yes,No,320,1300,42,17,2,379,13.535714285714286,189.5
São Paulo,140,2,3,2,2,Yes,No,1600,4000,250,51,7,1901,13.57857142857143,271.57142857142856
São Paulo,53,2,2,1,10,No,Yes,579,3000,89,39,5,707,13.339622641509434,141.4
São Paulo,120,3,2,2,1,Yes,No,0,2000,323,31,7,354,2.95,50.57142857142857
Rio de Janeiro,100,3,2,1,2,Yes,No,1735,3000,324,39,6,2098,20.98,349.6666666666667
Porto Alegre,360,3,1,4,2,Yes,No,0,2800,417,50,8,467,1.2972222222222223,58.375
São Paulo,227,4,4,3,6,Yes,No,4000,9000,1417,115,11,5532,24.370044052863435,502.90909090909093
Rio de Janeiro,30,1,1,0,2,Yes,Yes,433,1380,0,18,2,451,15.033333333333333,225.5
São Paulo,90,2,2,1,1,Yes,No,959,2968,67,38,5,1064,11.822222222222223,212.8
São Paulo,110,4,4,1,1,Yes,No,0,6800,167,103,9,270,2.4545454545454546,30.0
São Paulo,400,3,3,4,1,Yes,No,0,4250,160,64,10,224,0.56,22.4
Rio de Janeiro,49,1,1,0,4,Yes,Yes,550,2190,155,29,2,734,14.979591836734693,367.0
São Paulo,100,3,3,1,1,Yes,No,0,7000,881,106,7,987,9.87,141.0
São Paulo,83,3,1,1,3,Yes,No,180,2500,0,32,5,212,2.5542168674698793,42.4
Porto Alegre,40,1,1,0,6,Yes,No,180,1250,6,19,2,205,5.125,102.5
São Paulo,311,4,4,4,7,Yes,Yes,2100,15000,0,191,12,2291,7.366559485530547,190.91666666666666
Belo Horizonte,120,4,2,2,1,Yes,No,0,3000,397,50,8,447,3.725,55.875
São Paulo,67,2,1,1,3,Yes,No,0,1800,0,23,4,23,0.34328358208955223,5.75
São Paulo,100,2,2,0,1,Yes,No,0,2700,265,35,4,300,3.0,75.0
Belo Horizonte,100,2,1,0,2,No,No,50,1096,59,15,3,124,1.24,41.333333333333336
São Paulo,301,3,4,4,1,Yes,No,0,8000,2917,121,11,3038,10.093023255813954,276.1818181818182
Rio de Janeiro,86,3,2,1,9,Yes,No,1365,2630,201,34,6,1600,18.6046511627907,266.6666666666667
Rio de Janeiro,45,1,1,0,9,No,Yes,580,2500,75,33,2,688,15.28888888888889,344.0
São Paulo,55,2,1,1,2,No,No,470,1330,0,17,4,487,8.854545454545455,121.75
Porto Alegre,63,2,1,0,2,Yes,No,180,1000,42,15,3,237,3.761904761904762,79.0
São Paulo,220,3,4,2,1,Yes,Yes,0,4500,197,68,9,265,1.2045454545454546,29.444444444444443
Belo Horizonte,202,3,2,5,1,Yes,No,0,5500,285,91,10,376,1.8613861386138615,37.6
Rio de Janeiro,85,2,1,0,8,Yes,No,800,3420,209,45,3,1054,12.4,351.3333333333333
Porto Alegre,80,2,2,1,6,Yes,No,580,3300,50,49,5,679,8.4875,135.8
São Paulo,400,4,4,4,1,Yes,Yes,0,10000,912,151,12,1063,2.6575,88.58333333333333
Belo Horizonte,400,5,4,4,1,Yes,Yes,0,5500,167,91,13,258,0.645,19.846153846153847
São Paulo,22,1,1,0,7,Yes,No,200,1650,0,21,2,221,10.045454545454545,110.5
Campinas,128,3,3,2,3,Yes,No,700,3700,117,47,8,864,6.75,108.0
Campinas,170,2,3,3,16,Yes,No,1350,5900,167,75,8,1592,9.364705882352942,199.0
Belo Horizonte,55,2,1,1,3,No,No,200,850,81,12,4,293,5.327272727272727,73.25
Campinas,51,1,1,0,3,Yes,No,486,740,15,10,2,511,10.019607843137255,255.5
Porto Alegre,50,2,1,1,1,Yes,No,100,1440,0,22,4,122,2.44,30.5
Rio de Janeiro,81,2,1,0,6,Yes,No,800,1600,90,21,3,911,11.246913580246913,303.6666666666667
São Paulo,40,1,1,0,1,No,No,50,1100,50,14,2,114,2.85,57.0
Porto Alegre,83,2,2,1,3,Yes,No,700,2500,101,37,5,838,10.096385542168674,167.6
São Paulo,420,4,6,4,1,No,No,4200,14000,1417,178,14,5795,13.797619047619047,413.92857142857144
São Paulo,204,4,3,1,2,Yes,Yes,1774,6000,0,77,8,1851,9.073529411764707,231.375
São Paulo,240,2,2,4,1,Yes,No,0,3500,362,53,8,415,1.7291666666666667,51.875
São Paulo,56,2,1,1,10,Yes,No,550,1160,0,15,4,565,10.089285714285714,141.25
Porto Alegre,82,2,2,2,3,Yes,Yes,570,4150,200,61,6,831,10.134146341463415,138.5
Belo Horizonte,327,4,4,2,1,Yes,No,0,8799,563,145,10,708,2.165137614678899,70.8
São Paulo,96,1,2,1,10,Yes,Yes,1835,4250,167,54,4,2056,21.416666666666668,514.0
São Paulo,54,1,1,0,6,Yes,No,495,2306,0,30,2,525,9.722222222222221,262.5
Porto Alegre,41,1,1,1,6,Yes,No,400,2100,17,31,3,448,10.926829268292684,149.33333333333334
Porto Alegre,218,3,5,2,3,Yes,Yes,1160,4950,409,73,10,1642,7.532110091743119,164.2
Rio de Janeiro,20,1,1,0,10,Yes,Yes,214,2150,0,28,2,242,12.1,121.0
São Paulo,170,4,4,3,10,No,Yes,2493,5000,750,22,11,3265,19.205882352941178,296.8181818181818
São Paulo,250,3,3,0,4,Yes,No,3850,2500,1336,32,6,5218,20.872,869.6666666666666
São Paulo,40,1,1,0,1,Yes,No,0,1100,195,17,2,212,5.3,106.0
São Paulo,400,4,6,4,8,Yes,Yes,4285,10000,2050,127,14,6462,16.155,461.57142857142856
São Paulo,350,5,4,6,1,Yes,No,0,6000,640,91,15,731,2.0885714285714285,48.733333333333334
Campinas,94,3,1,1,6,Yes,No,565,2000,60,26,5,651,6.925531914893617,130.2
São Paulo,30,1,1,0,1,No,No,0,850,67,13,2,80,2.6666666666666665,40.0
São Paulo,142,3,3,2,15,Yes,No,1600,9000,475,115,8,2190,15.422535211267606,273.75
Rio de Janeiro,177,3,3,4,2,Yes,No,2700,6900,509,89,10,3298,18.63276836158192,329.8
Belo Horizonte,126,4,2,2,1,Yes,No,380,2550,168,34,8,582,4.619047619047619,72.75
Porto Alegre,160,3,2,2,4,Yes,No,890,1990,50,30,7,970,6.0625,138.57142857142858
São Paulo,54,1,1,0,5,Yes,No,730,1500,0,20,2,750,13.88888888888889,375.0
São Paulo,20,1,1,0,3,No,Yes,150,3142,67,40,2,257,12.85,128.5
São Paulo,75,2,2,0,1,No,No,750,2125,146,27,4,923,12.306666666666667,230.75
Rio de Janeiro,60,2,1,0,7,Yes,No,528,1100,86,15,3,629,10.483333333333333,209.66666666666666
Belo Horizonte,150,4,4,2,6,Yes,Yes,1305,3350,359,45,10,1709,11.393333333333333,170.9
São Paulo,156,3,3,3,7,Yes,Yes,1600,8000,628,102,9,2330,14.935897435897436,258.8888888888889
São Paulo,206,3,3,1,11,Yes,Yes,2914,7400,586,94,7,3594,17.446601941747574,513.4285714285714
São Paulo,100,2,1,0,7,No,No,800,1659,0,22,3,822,8.22,274.0
Porto Alegre,47,1,1,1,2,No,No,230,940,5,14,3,249,5.297872340425532,83.0
São Paulo,220,3,4,4,12,No,No,1710,3550,790,45,11,2545,11.568181818181818,231.36363636363637
São Paulo,60,2,1,1,10,Yes,No,350,1650,0,21,4,371,6.183333333333334,92.75
Porto Alegre,457,6,6,2,2,Yes,Yes,0,8500,417,152,14,569,1.2450765864332605,40.642857142857146
São Paulo,340,4,4,5,5,Yes,Yes,4000,7000,1660,89,13,5749,16.908823529411766,442.2307692307692
Rio de Janeiro,93,3,2,2,10,Yes,Yes,1342,4950,286,64,7,1692,18.193548387096776,241.71428571428572
São Paulo,200,3,2,5,1,Yes,No,0,7000,963,106,10,1069,5.345,106.9
São Paulo,340,4,5,4,2,Yes,No,2930,8000,1334,102,13,4366,12.841176470588236,335.84615384615387
Rio de Janeiro,108,3,2,1,3,Yes,Yes,1340,5200,252,68,6,1660,15.37037037037037,276.6666666666667
São Paulo,240,3,5,6,1,Yes,No,0,4900,100,74,14,174,0.725,12.428571428571429
Rio de Janeiro,82,2,2,1,1,Yes,Yes,1000,1950,79,26,5,1105,13.475609756097562,221.0
Rio de Janeiro,480,4,7,3,14,No,Yes,2800,6500,115,84,14,2999,6.247916666666667,214.21428571428572
Belo Horizonte,35,1,1,1,1,No,No,0,700,0,10,3,10,0.2857142857142857,3.3333333333333335
Porto Alegre,105,4,2,1,3,Yes,No,505,2200,114,33,7,652,6.20952380952381,93.14285714285714
São Paulo,66,1,1,2,1,Yes,Yes,800,2800,200,36,4,1036,15.696969696969697,259.0
São Paulo,85,2,1,1,1,Yes,No,0,1450,0,22,4,22,0.25882352941176473,5.5
Porto Alegre,45,2,1,1,4,Yes,No,280,750,67,11,4,358,7.955555555555556,89.5
São Paulo,50,1,1,1,17,No,Yes,728,3500,100,45,3,873,17.46,291.0
São Paulo,30,4,4,2,1,Yes,Yes,0,5000,4247,76,10,4323,144.1,432.3
São Paulo,450,3,2,0,1,Yes,No,0,5800,917,88,5,1005,2.2333333333333334,201.0
Porto Alegre,52,1,1,1,20,Yes,No,800,2500,1,37,3,838,16.115384615384617,279.3333333333333
São Paulo,235,3,2,1,1,Yes,No,0,6000,825,91,6,916,3.8978723404255318,152.66666666666666
São Paulo,141,3,3,2,3,Yes,No,1100,7935,167,101,8,1368,9.702127659574469,171.0
São Paulo,80,2,1,0,1,Yes,No,0,1200,67,19,3,86,1.075,28.666666666666668
Belo Horizonte,247,4,2,1,1,Yes,No,0,2600,264,43,7,307,1.242914979757085,43.857142857142854
São Paulo,49,2,1,1,6,Yes,No,277,2100,104,27,4,408,8.326530612244898,102.0
São Paulo,325,4,5,4,1,Yes,Yes,4950,15000,2209,191,13,7350,22.615384615384617,565.3846153846154
São Paulo,200,3,3,4,5,Yes,No,1950,3230,680,41,10,2671,13.355,267.1
Belo Horizonte,220,3,4,3,10,Yes,Yes,922,8000,625,107,10,1654,7.5181818181818185,165.4
Rio de Janeiro,170,3,1,1,10,No,No,2888,5000,5404,65,5,8357,49.15882352941176,1671.4
São Paulo,46,2,1,0,7,Yes,Yes,510,2880,27,37,3,574,12.478260869565217,191.33333333333334
Porto Alegre,63,2,1,0,3,Yes,Yes,200,1400,53,21,3,274,4.349206349206349,91.33333333333333
São Paulo,160,4,4,3,2,Yes,No,2500,11000,0,140,11,2640,16.5,240.0
São Paulo,100,2,1,1,1,Yes,No,0,3800,270,58,4,328,3.28,82.0
São Paulo,23,1,1,0,23,Yes,No,399,2100,42,27,2,468,20.347826086956523,234.0
São Paulo,35,1,1,1,5,No,Yes,420,1250,0,16,3,436,12.457142857142857,145.33333333333334
São Paulo,120,3,2,1,18,Yes,No,1150,5300,167,68,6,1385,11.541666666666666,230.83333333333334
São Paulo,150,3,4,3,1,Yes,Yes,1300,5120,834,65,10,2199,14.66,219.9
São Paulo,220,3,4,2,1,Yes,Yes,0,7000,434,106,9,540,2.4545454545454546,60.0
São Paulo,48,2,1,1,12,No,No,405,2050,104,26,4,535,11.145833333333334,133.75
Campinas,45,1,1,1,3,Yes,Yes,492,1320,28,17,3,537,11.933333333333334,179.0
São Paulo,160,3,3,2,1,Yes,No,0,4680,212,71,8,283,1.76875,35.375
Campinas,46,1,1,0,6,Yes,No,399,850,15,11,2,425,9.23913043478261,212.5
Porto Alegre,34,1,1,1,6,Yes,Yes,180,1500,6,22,3,208,6.117647058823529,69.33333333333333
Belo Horizonte,540,5,4,8,1,Yes,No,0,7000,912,115,17,1027,1.901851851851852,60.411764705882355
São Paulo,171,3,3,4,5,No,No,2489,8700,820,111,10,3420,20.0,342.0
São Paulo,30,1,1,0,1,No,No,0,700,59,11,2,70,2.3333333333333335,35.0
Belo Horizonte,118,3,2,0,1,No,No,350,1500,71,20,5,441,3.73728813559322,88.2
São Paulo,80,2,2,2,10,Yes,No,721,1850,45,24,6,790,9.875,131.66666666666666
São Paulo,55,1,2,1,18,Yes,Yes,2270,5500,18,70,4,2358,42.872727272727275,589.5
São Paulo,55,2,1,1,1,Yes,No,0,1200,122,19,4,141,2.5636363636363635,35.25
São Paulo,380,3,2,2,9,Yes,No,3835,6650,667,85,7,4587,12.071052631578947,655.2857142857143
Belo Horizonte,300,3,4,2,1,No,No,0,7000,84,115,9,199,0.6633333333333333,22.11111111111111
São Paulo,100,3,2,2,6,No,No,1200,2000,0,26,7,1226,12.26,175.14285714285714
São Paulo,180,3,3,3,1,Yes,No,0,5000,235,76,9,311,1.7277777777777779,34.55555555555556
São Paulo,300,4,5,4,9,Yes,Yes,4300,7000,1417,89,13,5806,19.35333333333333,446.61538461538464
Porto Alegre,193,3,2,2,6,Yes,No,1800,2400,297,36,7,2133,11.05181347150259,304.7142857142857
São Paulo,110,2,2,0,8,Yes,Yes,781,4750,146,61,4,988,8.981818181818182,247.0
Rio de Janeiro,20,1,1,0,4,No,No,400,720,50,10,2,460,23.0,230.0
Rio de Janeiro,300,3,4,1,11,Yes,No,2860,8300,917,107,8,3884,12.946666666666667,485.5
São Paulo,52,1,2,1,3,Yes,Yes,850,4100,116,52,4,1018,19.576923076923077,254.5
Rio de Janeiro,120,2,3,2,10,Yes,No,1339,1935,81,25,7,1445,12.041666666666666,206.42857142857142
São Paulo,97,3,2,2,14,Yes,No,1600,1700,125,22,7,1747,18.010309278350515,249.57142857142858
São Paulo,58,2,1,1,3,Yes,No,100,1200,0,16,4,116,2.0,29.0
São Paulo,343,4,4,4,1,Yes,No,0,6000,1042,91,12,1133,3.303206997084548,94.41666666666667
São Paulo,205,4,4,6,5,Yes,No,2450,2720,959,35,14,3444,16.8,246.0
São Paulo,68,3,2,1,5,Yes,Yes,960,1500,84,20,6,1064,15.647058823529411,177.33333333333334
São Paulo,67,3,2,1,16,Yes,No,600,1700,180,22,6,802,11.970149253731343,133.66666666666666
Rio de Janeiro,40,1,1,0,12,Yes,Yes,700,5000,72,65,2,837,20.925,418.5
São Paulo,62,3,1,1,10,Yes,No,750,1200,0,16,5,766,12.35483870967742,153.2
São Paulo,120,5,2,4,1,Yes,No,0,6500,680,98,11,778,6.483333333333333,70.72727272727273
São Paulo,50,2,1,1,10,Yes,No,494,1400,0,18,4,512,10.24,128.0
Porto Alegre,40,1,1,0,1,Yes,No,328,500,140,8,2,476,11.9,238.0
São Paulo,22,1,1,0,1,No,No,50,700,5,9,2,64,2.909090909090909,32.0
São Paulo,110,3,3,1,10,Yes,Yes,1280,4700,138,60,7,1478,13.436363636363636,211.14285714285714
Rio de Janeiro,80,2,1,1,14,Yes,No,1009,680,48,9,4,1066,13.325,266.5
São Paulo,224,3,4,2,9,Yes,No,3300,6000,679,77,9,4056,18.107142857142858,450.6666666666667
São Paulo,93,2,1,2,19,No,No,1300,6800,460,87,5,1847,19.86021505376344,369.4
São Paulo,45,1,1,0,1,No,No,0,1050,34,16,2,50,1.1111111111111112,25.0
São Paulo,120,3,2,1,5,Yes,No,1700,2500,347,32,6,2079,17.325,346.5
Campinas,73,3,2,2,5,Yes,Yes,762,2000,204,26,7,992,13.58904109589041,141.71428571428572
São Paulo,50,2,1,1,1,No,No,520,1600,0,21,4,541,10.82,135.25
São Paulo,136,4,3,1,3,Yes,No,1800,4200,312,54,8,2166,15.926470588235293,270.75
São Paulo,235,3,4,4,2,Yes,Yes,1950,15000,1150,191,11,3291,14.004255319148935,299.1818181818182
Porto Alegre,110,3,3,0,1,Yes,No,400,3250,75,48,6,523,4.754545454545455,87.16666666666667
São Paulo,400,4,6,1,8,No,No,3355,4000,2650,51,11,6056,15.14,550.5454545454545
São Paulo,220,3,3,3,1,Yes,Yes,0,2800,250,43,9,293,1.3318181818181818,32.55555555555556
Rio de Janeiro,82,2,2,1,5,Yes,No,820,2000,102,26,5,948,11.560975609756097,189.6
São Paulo,100,3,3,2,1,Yes,No,1200,2800,384,36,8,1620,16.2,202.5
São Paulo,250,4,4,4,15,Yes,No,2600,15000,1250,191,12,4041,16.164,336.75
Belo Horizonte,90,2,3,1,4,Yes,No,600,3760,280,51,6,931,10.344444444444445,155.16666666666666
São Paulo,47,1,1,0,1,No,No,100,1000,76,13,2,189,4.0212765957446805,94.5
São Paulo,35,1,1,0,7,No,No,411,1080,35,14,2,460,13.142857142857142,230.0
Rio de Janeiro,150,2,1,0,2,Yes,No,450,1500,180,20,3,650,4.333333333333333,216.66666666666666
São Paulo,69,2,1,0,10,Yes,Yes,1880,7540,380,96,3,2356,34.14492753623188,785.3333333333334
Campinas,38,1,1,1,9,Yes,No,500,740,30,10,3,540,14.210526315789474,180.0
São Paulo,62,2,2,2,4,Yes,No,720,1720,120,22,6,862,13.903225806451612,143.66666666666666
São Paulo,100,2,2,0,1,Yes,No,0,2500,220,38,4,258,2.58,64.5
São Paulo,300,3,5,3,9,Yes,Yes,4000,5780,1250,74,11,5324,17.746666666666666,484.0
São Paulo,160,3,3,1,1,Yes,No,2800,4500,450,58,7,3308,20.675,472.57142857142856
Campinas,55,1,1,1,7,No,No,200,2000,9,26,3,235,4.2727272727272725,78.33333333333333
São Paulo,61,2,1,1,11,No,Yes,2065,3300,216,42,4,2323,38.08196721311475,580.75
São Paulo,70,2,1,1,12,Yes,No,1400,3000,3000,39,4,4439,63.41428571428571,1109.75
Campinas,308,3,3,4,1,Yes,No,0,4700,673,71,10,744,2.4155844155844157,74.4
Rio de Janeiro,230,3,3,1,8,Yes,Yes,1800,10500,300,136,7,2236,9.721739130434782,319.42857142857144
São Paulo,51,2,1,1,4,Yes,No,455,2500,23,32,4,510,10.0,127.5
São Paulo,58,2,2,1,3,Yes,No,400,2300,250,30,5,680,11.724137931034482,136.0
São Paulo,76,2,1,1,12,No,Yes,906,4250,217,54,4,1177,15.486842105263158,294.25
São Paulo,236,4,5,4,7,Yes,No,3500,10000,1834,127,13,5461,23.139830508474578,420.0769230769231
São Paulo,86,2,2,2,4,Yes,No,622,1950,267,25,6,914,10.627906976744185,152.33333333333334
São Paulo,100,3,3,2,11,Yes,Yes,1035,4062,150,52,8,1237,12.37,154.625
Porto Alegre,54,2,1,0,4,Yes,No,260,1100,42,17,3,319,5.907407407407407,106.33333333333333
São Paulo,22,1,1,0,11,No,Yes,400,1956,50,25,2,475,21.59090909090909,237.5
São Paulo,600,3,2,2,1,Yes,No,0,7500,1000,113,7,1113,1.855,159.0
Rio de Janeiro,68,2,2,0,1,Yes,No,851,1830,92,24,4,967,14.220588235294118,241.75
Belo Horizonte,55,1,1,0,1,Yes,No,0,895,0,15,2,15,0.2727272727272727,7.5
São Paulo,36,1,1,0,6,Yes,No,300,1600,60,21,2,381,10.583333333333334,190.5
São Paulo,205,4,4,0,14,Yes,No,3050,9800,623,125,8,3798,18.526829268292683,474.75
São Paulo,60,2,1,1,8,Yes,No,950,1980,0,26,4,976,16.266666666666666,244.0
São Paulo,171,4,5,4,4,Yes,No,1900,8000,715,102,13,2717,15.88888888888889,209.0
Belo Horizonte,100,2,1,1,1,Yes,No,0,1000,75,17,4,92,0.92,23.0
São Paulo,71,2,2,1,1,Yes,No,250,1830,153,24,5,427,6.014084507042254,85.4
São Paulo,69,2,1,1,5,Yes,No,550,1600,5,21,4,576,8.347826086956522,144.0
Rio de Janeiro,15,1,1,0,2,Yes,No,50,700,0,10,2,60,4.0,30.0
São Paulo,90,3,3,1,11,Yes,No,1347,4650,241,59,7,1647,18.3,235.28571428571428
Rio de Janeiro,80,2,2,0,4,Yes,No,800,4100,165,53,4,1018,12.725,254.5
Rio de Janeiro,84,2,1,0,2,Yes,No,420,1700,85,22,3,527,6.273809523809524,175.66666666666666
São Paulo,834,5,5,7,1,No,No,0,10500,3417,158,17,3575,4.286570743405276,210.2941176470588
São Paulo,269,4,3,4,8,Yes,No,2300,5000,0,64,11,2364,8.788104089219331,214.9090909090909
Porto Alegre,43,1,1,1,18,Yes,Yes,600,3300,100,49,3,749,17.41860465116279,249.66666666666666
São Paulo,70,3,2,3,10,Yes,Yes,813,2300,266,30,8,1109,15.842857142857143,138.625
Porto Alegre,336,2,2,2,2,Yes,Yes,4106,5556,591,82,6,4779,14.223214285714286,796.5
Campinas,76,3,2,1,4,Yes,No,547,950,97,13,6,657,8.644736842105264,109.5
Rio de Janeiro,280,3,3,1,4,Yes,No,1400,2190,14,29,7,1443,5.1535714285714285,206.14285714285714
São Paulo,290,4,4,2,6,Yes,Yes,3200,7800,584,99,10,3883,13.389655172413793,388.3
São Paulo,200,4,3,3,6,Yes,No,2600,5000,1212,64,10,3876,19.38,387.6
São Paulo,130,2,2,0,6,Yes,No,1343,3974,71,51,4,1465,11.26923076923077,366.25
São Paulo,70,3,2,1,3,Yes,No,1087,3700,38,47,6,1172,16.742857142857144,195.33333333333334
São Paulo,22,1,1,0,6,No,Yes,380,6000,9,77,2,466,21.181818181818183,233.0
Rio de Janeiro,80,3,2,2,11,Yes,No,1412,1358,213,18,7,1643,20.5375,234.71428571428572
São Paulo,50,1,1,1,3,Yes,No,455,1900,0,25,3,480,9.6,160.0
Belo Horizonte,120,3,4,3,8,Yes,Yes,2077,6000,726,80,10,2883,24.025,288.3
São Paulo,120,2,1,2,7,Yes,No,660,1470,12,19,5,691,5.758333333333334,138.2
Rio de Janeiro,90,3,2,0,3,Yes,No,1330,1300,120,17,5,1467,16.3,293.4
Belo Horizonte,100,3,3,2,6,Yes,No,1300,1600,210,13,8,1523,15.23,190.375
São Paulo,98,4,4,2,23,Yes,No,930,2485,0,32,10,962,9.816326530612244,96.2
Porto Alegre,300,3,2,3,2,Yes,No,0,2400,88,43,8,131,0.43666666666666665,16.375
São Paulo,107,4,3,2,1,Yes,No,830,3560,225,46,9,1101,10.289719626168225,122.33333333333333
São Paulo,33,1,1,1,5,Yes,Yes,613,3700,109,47,3,769,23.303030303030305,256.3333333333333
Belo Horizonte,250,4,3,4,2,Yes,No,2745,10000,1228,134,11,4107,16.428,373.3636363636364
Belo Horizonte,65,2,2,0,1,No,No,200,800,50,11,4,261,4.015384615384615,65.25
São Paulo,150,3,3,2,3,Yes,No,2177,3700,567,47,8,2791,18.606666666666666,348.875
Belo Horizonte,97,2,1,0,11,No,No,561,1633,0,8,3,569,5.865979381443299,189.66666666666666
São Paulo,410,5,7,3,1,Yes,Yes,0,12000,750,181,15,931,2.270731707317073,62.06666666666667
São Paulo,52,1,1,1,15,No,Yes,1218,5000,284,64,3,1566,30.115384615384617,522.0
Rio de Janeiro,65,2,2,0,2,Yes,Yes,720,1500,60,20,4,800,12.307692307692308,200.0
Belo Horizonte,250,4,4,6,7,Yes,No,300,8000,834,107,14,1241,4.964,88.64285714285714
Belo Horizonte,256,4,3,2,1,Yes,No,0,11000,123,181,9,304,1.1875,33.77777777777778
São Paulo,53,2,2,1,6,No,No,400,1250,5,16,5,421,7.943396226415095,84.2
Rio de Janeiro,30,1,1,0,2,No,No,400,900,100,12,2,512,17.066666666666666,256.0
Rio de Janeiro,45,2,1,0,5,Yes,No,400,700,15,10,3,425,9.444444444444445,141.66666666666666
Rio de Janeiro,44,2,1,0,4,Yes,No,385,2650,82,35,3,502,11.409090909090908,167.33333333333334
Belo Horizonte,506,4,5,0,1,Yes,No,0,8000,452,132,9,584,1.1541501976284585,64.88888888888889
Rio de Janeiro,190,4,3,1,4,Yes,No,1570,3500,506,46,8,2122,11.16842105263158,265.25
São Paulo,48,1,1,0,1,No,No,460,2500,82,32,2,574,11.958333333333334,287.0
São Paulo,162,3,3,1,8,Yes,No,2150,7000,492,89,7,2731,16.858024691358025,390.14285714285717
São Paulo,54,2,2,0,13,Yes,Yes,2009,5150,345,66,4,2420,44.81481481481482,605.0
São Paulo,320,4,3,8,1,Yes,No,0,2150,450,33,15,483,1.509375,32.2
São Paulo,60,1,1,1,15,Yes,Yes,1000,5500,200,70,3,1270,21.166666666666668,423.3333333333333
São Paulo,194,3,4,4,5,Yes,No,2600,12000,1667,153,11,4420,22.783505154639176,401.8181818181818
Porto Alegre,54,1,1,1,4,No,No,250,1250,11,19,3,280,5.185185185185185,93.33333333333333
Rio de Janeiro,90,2,2,0,10,Yes,Yes,1900,3500,255,46,4,2201,24.455555555555556,550.25
São Paulo,60,2,1,0,1,Yes,No,0,1080,94,17,3,111,1.85,37.0
